Accident.Number,Aircraft.Category,Aircraft.Destroyed,Aircraft.Type,Aircraft.damage,Amateur.Built,Broad.phase.of.flight,Country,Engine.Type,Event.Date,Event.Id,FAR.Description,Fatal.Serious,Fatal.Serious.Rate,Injury.Severity,Investigation.Type,Location,Make,Model,Number.of.Engines,Publication.Date,Purpose.of.flight,Registration.Number,Total.Fatal.Injuries,Total.Minor.Injuries,Total.People,Total.Serious.Injuries,Total.Uninjured,Weather.Condition
BFO93LA184,Airplane,False,CESSNA 172,Substantial,No,TAKEOFF,United States,RECIPROCATING,1993-09-25,20001211X13354,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"EMPORIA, VA",CESSNA,172,1.0,28-12-2010,AERIAL OBSERVATION,N9841L,0.0,0.0,2.0,0.0,2.0,VMC
LAX94WA053,Airplane,False,PIPER PA-32R-300,Substantial,No,,Mexico,RECIPROCATING,1993-11-13,20001211X13771,Part 91: General Aviation,1.0,0.2,Non-Fatal,Accident,"MULEGE, MEXICO",PIPER,PA-32R-300,1.0,05-05-1994,PERSONAL,N6879J,0.0,3.0,5.0,1.0,1.0,VMC
BFO94FA021,Airplane,True,PIPER PA32R-301,Destroyed,No,APPROACH,United States,RECIPROCATING,1993-11-28,20001211X13695,Part 91: General Aviation,1.0,1.0,Fatal(1),Accident,"BUTLER, PA",PIPER,PA32R-301,1.0,01-02-2016,PERSONAL,N707JS,1.0,0.0,1.0,0.0,0.0,IMC
ANC94LA026,Airplane,False,PIPER PA-32,Substantial,No,LANDING,United States,RECIPROCATING,1993-12-12,20001211X13814,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"PORT LIONS, AK",PIPER,PA-32,1.0,19-03-2009,UNKNOWN,N43527,0.0,0.0,5.0,0.0,5.0,VMC
FTW94FA060B,Airplane,True,CESSNA 172N,Destroyed,No,APPROACH,United States,RECIPROCATING,1994-01-02,20001206X00618,Part 91: General Aviation,5.0,1.0,Fatal(5),Accident,"PEARLAND, TX",CESSNA,172N,1.0,12-04-2016,INSTRUCTIONAL,N739TL,5.0,0.0,5.0,0.0,0.0,VMC
DCA94WA036,Airplane,False,BEECH 2000 (STARSHIP),Substantial,No,,Denmark,UNKNOWN,1994-02-22,20001206X00742,"Non-U.S., Non-Commercial",0.0,0.0,Non-Fatal,Accident,"ROSKILDE, DENMARK",BEECH,2000 (STARSHIP),,,BUSINESS,N8149S,0.0,0.0,6.0,0.0,6.0,
NYC94FA128,Airplane,True,CESSNA K172R,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1994-07-16,20001206X01822,Part 91: General Aviation,4.0,1.0,Fatal(4),Accident,"TREMONT CITY, OH",CESSNA,K172R,1.0,17-10-2016,SKYDIVING,N1124V,4.0,0.0,4.0,0.0,0.0,VMC
CHI94LA298,Airplane,False,CESSNA 150,Substantial,No,CRUISE,United States,RECIPROCATING,1994-08-25,20001206X02019,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"CENTRALIA, IL",CESSNA,150,1.0,02-05-2011,PERSONAL,N6307S,0.0,1.0,1.0,0.0,0.0,VMC
ANC94LA126,Airplane,False,CESSNA 208,Substantial,No,LANDING,United States,TURBO PROP,1994-08-31,20001206X01926,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"CAPE SABINE, AK",CESSNA,208,1.0,17-11-2009,UNKNOWN,N9825F,0.0,0.0,2.0,0.0,2.0,VMC
LAX94WA373,Airplane,False,PIPER PA-28-140,Substantial,No,,Canada,UNKNOWN,1994-09-14,20001206X02310,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"PRINCE GEORGE, CANADA",PIPER,PA-28-140,,06-10-1994,PERSONAL,N1869J,0.0,0.0,1.0,0.0,1.0,VMC
MIA94WA215,Airplane,False,PIPER PA32R-301T,Substantial,No,,Bahamas,UNKNOWN,1994-09-20,20001206X02325,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"LONG ISLAND, BAHAMAS",PIPER,PA32R-301T,,,PERSONAL,N8374Y,0.0,0.0,6.0,0.0,6.0,VMC
DCA94WA077,Airplane,True,AERO COMMANDER 500S,Destroyed,No,,Iceland,UNKNOWN,1994-09-23,20001206X02234,"Non-U.S., Commercial",2.0,1.0,Fatal(2),Accident,"WESTMAN ISLES, Iceland",AERO COMMANDER,500S,,,UNKNOWN,N9082N,2.0,0.0,2.0,0.0,0.0,
LAX95WA056,Airplane,False,PIPER PA-32R-300,Substantial,No,,Mexico,UNKNOWN,1994-11-18,20001206X02621,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"TRIPUI, MEXICO",PIPER,PA-32R-300,,22-12-1994,PERSONAL,N71RJ,0.0,0.0,4.0,0.0,4.0,VMC
LAX95FA062,Airplane,True,PIPER PA-28-140,Destroyed,No,GO-AROUND,United States,RECIPROCATING,1994-12-27,20001206X02737,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"HOLTVILLE, CA",PIPER,PA-28-140,1.0,17-08-2012,BUSINESS,N4647R,2.0,0.0,2.0,0.0,0.0,VMC
DCA95WA012,Airplane,True,BOEING 737-400,Destroyed,No,,Turkey,UNKNOWN,1994-12-29,20001206X02711,"Non-U.S., Commercial",75.0,1.0,Fatal(54),Accident,"VAN, Turkey",BOEING,737-400,,,UNKNOWN,,54.0,0.0,75.0,21.0,0.0,IMC
NYC95LA070,Airplane,False,PIPER PA-28RT-201,Substantial,No,GO-AROUND,United States,RECIPROCATING,1995-03-11,20001207X03179,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"WILMINGTON, OH",PIPER,PA-28RT-201,1.0,11-09-2012,PERSONAL,N8395Y,0.0,0.0,2.0,0.0,2.0,VMC
NYC95LA093,Airplane,False,CESSNA 185,Substantial,No,LANDING,United States,RECIPROCATING,1995-04-24,20001207X03370,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"BANGOR, ME",CESSNA,185,1.0,15-06-2015,PERSONAL,N62EC,0.0,0.0,2.0,0.0,2.0,VMC
FTW95WA227,Airplane,False,CESSNA 550,Substantial,No,TAKEOFF,Honduras,TURBO FAN,1995-05-06,20001207X03480,"Non-U.S., Non-Commercial",0.0,0.0,Non-Fatal,Accident,"SOTO CANO, HONDURAS",CESSNA,550,2.0,01-03-2012,PUBLIC AIRCRAFT,N26496,0.0,0.0,3.0,0.0,3.0,VMC
NYC95IA114B,Airplane,False,BOEING 737-500,Minor,No,TAXI,United States,TURBO FAN,1995-05-19,20001207X03526,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"NEWARK, NJ",BOEING,737-500,2.0,04-12-2014,UNKNOWN,N13624,0.0,0.0,288.0,0.0,288.0,VMC
NYC95IA114A,Airplane,False,BOEING 767-383ER,Minor,No,TAXI,United States,TURBO FAN,1995-05-19,20001207X03526,Part 129: Foreign,0.0,0.0,Incident,Incident,"NEWARK, NJ",BOEING,767-383ER,2.0,04-12-2014,,LNRCK,0.0,0.0,288.0,0.0,288.0,VMC
FTW95LA309,Airplane,False,DE HAVILLAND DHC-6,Unknown,No,CRUISE,United States,TURBO PROP,1995-07-23,20001207X03963,Part 91: General Aviation,1.0,0.05555555555555555,Fatal(1),Accident,"BELEN, NM",DE HAVILLAND,DHC-6,2.0,17-10-2016,SKYDIVING,N926MA,1.0,0.0,18.0,0.0,17.0,VMC
NYC95MA220,Airplane,True,BEECH 65,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1995-09-10,20001207X04585,Part 91: General Aviation,12.0,1.0,Fatal(12),Accident,"WEST POINT, VA",BEECH,65,2.0,17-10-2016,SKYDIVING,N945PA,12.0,0.0,12.0,0.0,0.0,VMC
MIA95WA232,Airplane,False,AYRES AY-65,Substantial,No,,Colombia,RECIPROCATING,1995-09-15,20001207X04563,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"BOGOTA, COLOMBIA",AYRES,AY-65,1.0,,INSTRUCTIONAL,N3101D,0.0,0.0,2.0,0.0,2.0,VMC
LAX95LA335,Airplane,False,PIPER PA-18-150,Substantial,No,CRUISE,United States,RECIPROCATING,1995-09-15,20001207X04527,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"BAKERSFIELD, CA",PIPER,PA-18-150,1.0,25-02-2010,PERSONAL,N7498L,0.0,0.0,1.0,0.0,1.0,VMC
FTW96RA039,Airplane,False,BOEING B727-224,Minor,No,,Panama,UNKNOWN,1995-11-07,20001207X04862,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"PANAMA CITY, Panama",BOEING,B727-224,,05-02-2013,UNKNOWN,N79750,0.0,2.0,12.0,0.0,10.0,
DCA96RA020,Airplane,True,BOEING B757,Destroyed,No,,Colombia,UNKNOWN,1995-12-20,20001207X04990,Part 121: Air Carrier,164.0,1.0,Fatal(160),Accident,"BUGA, Colombia",BOEING,B757,,,UNKNOWN,N651AA,160.0,0.0,164.0,4.0,0.0,VMC
NYC96LA058,Airplane,False,BEECH 1900D,Substantial,No,LANDING,United States,TURBO PROP,1996-02-07,20001208X05308,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"BRADFORD, PA",BEECH,1900D,2.0,09-03-2011,UNKNOWN,N159YV,0.0,2.0,16.0,0.0,14.0,IMC
DCA96RA042B,Airplane,True,CESSNA 337,Destroyed,No,,Cuba,UNKNOWN,1996-02-24,20010304X00536,Part 91: General Aviation,4.0,1.0,Fatal(4),Accident,"Havana, Cuba",CESSNA,337,,,OTHER WORK USE,N5485S,4.0,0.0,4.0,0.0,0.0,VMC
DCA96RA042A,Airplane,True,CESSNA 337,Destroyed,No,,Cuba,UNKNOWN,1996-02-24,20010304X00536,Part 91: General Aviation,4.0,1.0,Fatal(4),Accident,"Havana, Cuba",CESSNA,337,,,OTHER WORK USE,N2456S,4.0,0.0,4.0,0.0,0.0,VMC
ANC96LA033,Airplane,False,CESSNA 185,Substantial,No,LANDING,United States,RECIPROCATING,1996-03-13,20001208X05343,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"CRIPPLE, AK",CESSNA,185,1.0,13-10-2010,UNKNOWN,N93829,0.0,0.0,1.0,0.0,1.0,VMC
IAD96FA061,Airplane,True,CESSNA P206C,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1996-04-14,20001208X05582,Part 91: General Aviation,3.0,0.75,Fatal(1),Accident,"HARTWOOD, VA",CESSNA,P206C,1.0,17-10-2016,SKYDIVING,N8682Z,1.0,0.0,4.0,2.0,1.0,VMC
MIA96LA135,Airplane,False,DE HAVILLAND DHC-6,Unknown,No,STANDING,United States,TURBO PROP,1996-04-27,20001208X05646,Part 91: General Aviation,1.0,0.2,Fatal(1),Accident,"RAEFORD, NC",DE HAVILLAND,DHC-6,2.0,17-10-2016,SKYDIVING,N716NC,1.0,0.0,5.0,0.0,4.0,VMC
DCA96MA068,Airplane,False,MCDONNELL DOUGLAS MD-88,Substantial,No,TAKEOFF,United States,TURBO JET,1996-07-06,20001208X06203,Part 121: Air Carrier,4.0,0.027777777777777776,Fatal(2),Accident,"PENSACOLA, FL",MCDONNELL DOUGLAS,MD-88,2.0,06-06-2019,UNKNOWN,N927DA,2.0,3.0,144.0,2.0,137.0,VMC
ATL96LA117,Airplane,True,GRUMMAN G164,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1996-08-07,20001208X06417,Part 137: Agricultural,0.0,0.0,Non-Fatal,Accident,"DAWSON, GA",GRUMMAN,G164,1.0,08-09-2015,AERIAL APPLICATION,N8672H,0.0,0.0,1.0,0.0,1.0,VMC
DCA97WA005,Airplane,False,MCDONNELL DOUGLAS MD-11,Minor,No,,Argentina,UNKNOWN,1996-11-06,20001208X07016,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"BUENOS AIRES, Argentina",MCDONNELL DOUGLAS,MD-11,,,UNKNOWN,N271W,0.0,0.0,282.0,0.0,282.0,
DCA97WA011,Airplane,True,BOEING 767,Destroyed,No,,Ethiopia,UNKNOWN,1996-11-23,20001208X07017,Part 129: Foreign,169.0,0.9657142857142857,Fatal(125),Accident,"COMORSO ISLANDS, Ethiopia",BOEING,767,,,UNKNOWN,,125.0,2.0,175.0,44.0,4.0,VMC
DCA97WA029,Airplane,False,BOEING 737,Unknown,No,,Panama,,1997-02-15,20010711X01386,Part 129: Foreign,0.0,0.0,Incident,Incident,"Panama City, Panama",BOEING,737,,12-05-2011,,,0.0,0.0,63.0,0.0,63.0,
DCA97WA039,Airplane,True,CESSNA 414,Destroyed,No,,Switzerland,UNKNOWN,1997-04-10,20001208X07696,"Non-U.S., Non-Commercial",10.0,1.0,Fatal(10),Accident,"ZURICH, Switzerland",CESSNA,414,,,BUSINESS,,10.0,0.0,10.0,0.0,0.0,
ATL97FA060,Airplane,True,BEECH C23,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1997-04-19,20001208X07660,Part 91: General Aviation,1.0,1.0,Fatal(1),Accident,"ATHENS, GA",BEECH,C23,1.0,28-10-2015,UNKNOWN,N6005T,1.0,0.0,1.0,0.0,0.0,VMC
NYC97FA080,Airplane,True,PIPER PA-60-601P,Destroyed,No,APPROACH,United States,RECIPROCATING,1997-04-27,20001208X07807,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"WATERFORD, VA",PIPER,PA-60-601P,2.0,21-04-2010,PERSONAL,N885JC,2.0,0.0,2.0,0.0,0.0,IMC
DCA97WA043,Airplane,False,MCDONNELL DOUGLAS MD-82,Substantial,No,,China,UNKNOWN,1997-04-27,20001208X07697,"Non-U.S., Commercial",0.0,,Unavailable,Accident,"JINAN, CHINA",MCDONNELL DOUGLAS,MD-82,,,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,
DCA97WA044,Airplane,True,CESSNA 208,Destroyed,No,,Cambodia,UNKNOWN,1997-04-30,20001208X07698,Part 129: Foreign,2.0,1.0,Fatal(2),Accident,,CESSNA,208,,,UNKNOWN,N9825F,2.0,0.0,2.0,0.0,0.0,
FTW97LA177,Airplane,False,BOEING 737-201,Unknown,No,STANDING,United States,TURBO JET,1997-05-04,20001208X07906,Part 121: Air Carrier,1.0,0.010309278350515464,Non-Fatal,Accident,"DENVER, CO",BOEING,737-201,2.0,14-02-2018,UNKNOWN,N217US,0.0,0.0,97.0,1.0,96.0,VMC
DCA97WA047A,Airplane,False,BOEING 747-400,Minor,No,,United Kingdom,TURBO FAN,1997-05-14,20001208X07896,Part 129: Foreign,0.0,0.0,Non-Fatal,Accident,"LONDON, United Kingdom",BOEING,747-400,4.0,,UNKNOWN,,0.0,0.0,573.0,0.0,573.0,VMC
DCA97WA047B,Airplane,False,BOEING B777,Substantial,No,,United Kingdom,TURBO FAN,1997-05-14,20001208X07896,Part 121: Air Carrier,0.0,0.0,Non-Fatal,Accident,"LONDON, UNITED KINGDOM",BOEING,B777,2.0,,UNKNOWN,N770UA,0.0,0.0,573.0,0.0,573.0,VMC
MIA97FA173,Airplane,True,CESSNA 205,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1997-05-25,20001208X07972,Part 91: General Aviation,6.0,0.8571428571428571,Fatal(6),Accident,"HOMESTEAD, FL",CESSNA,205,1.0,17-10-2016,SKYDIVING,N8214Z,6.0,0.0,7.0,0.0,1.0,VMC
NYC97WA104,Airplane,False,CESSNA TU-206G,Substantial,No,,Canada,UNKNOWN,1997-06-01,20001208X08238,Part 91: General Aviation,2.0,0.6666666666666666,Fatal(2),Accident,"CARROLL LAKE, CANADA",CESSNA,TU-206G,,10-06-1997,PERSONAL,N6428Z,2.0,1.0,3.0,0.0,0.0,VMC
ATL97WA079,Airplane,False,BOEING 767-300,Unknown,No,,Paraguay,UNKNOWN,1997-06-03,20001208X08067,Part 121: Air Carrier,1.0,0.008130081300813009,Non-Fatal,Accident,"ASUNCION, Paraguay",BOEING,767-300,,11-06-1997,UNKNOWN,N651UA,0.0,0.0,123.0,1.0,122.0,
ANC97LA091,Airplane,False,PIPER PA-18,Substantial,No,TAKEOFF,United States,RECIPROCATING,1997-06-26,20001208X08047,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"CHUGIAK, AK",PIPER,PA-18,1.0,15-12-2009,INSTRUCTIONAL,N1386A,0.0,2.0,2.0,0.0,0.0,VMC
CHI97IA212,Airplane,False,MCDONNELL DOUGLAS DC-9-15,Unknown,No,APPROACH,United States,TURBO JET,1997-07-12,20001208X08313,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"MEMPHIS, TN",MCDONNELL DOUGLAS,DC-9-15,2.0,19-04-2016,UNKNOWN,N9348,0.0,0.0,75.0,0.0,75.0,VMC
MIA97WA226,Airplane,False,BOEING 757-200,Unknown,No,,Peru,UNKNOWN,1997-08-02,20001208X08714,Part 121: Air Carrier,1.0,0.006666666666666667,Fatal(1),Accident,"LIMA, Peru",BOEING,757-200,,08-08-1997,UNKNOWN,N12114,1.0,0.0,150.0,0.0,149.0,
DCA97MA058,Airplane,True,BOEING 747-300,Destroyed,No,APPROACH,United States,TURBO FAN,1997-08-06,20001208X08606,Part 129: Foreign,254.0,1.0,Fatal(228),Accident,"NIMITZ HILL, GU",BOEING,747-300,4.0,23-10-2009,UNKNOWN,H7468,228.0,0.0,254.0,26.0,0.0,IMC
LAX97LA294,Airplane,False,PIPER PA-18-150,Substantial,No,LANDING,United States,RECIPROCATING,1997-08-18,20001208X08682,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"CHANDLER, AZ",PIPER,PA-18-150,1.0,23-04-2010,INSTRUCTIONAL,N57528,0.0,0.0,2.0,0.0,2.0,VMC
MIA97FA239,Airplane,True,BEECH 95-B55,Destroyed,No,CRUISE,United States,RECIPROCATING,1997-08-23,20001208X08700,Part 135: Air Taxi & Commuter,1.0,1.0,Fatal(1),Accident,"BROWNSVILLE, TN",BEECH,95-B55,2.0,29-03-2010,UNKNOWN,N5678K,1.0,0.0,1.0,0.0,0.0,VMC
SEA97FA201,Airplane,True,CESSNA 182C,Destroyed,No,CLIMB,United States,RECIPROCATING,1997-09-01,20001208X08921,Part 91: General Aviation,5.0,1.0,Fatal(5),Accident,"BREMERTON, WA",CESSNA,182C,1.0,17-10-2016,SKYDIVING,N9015T,5.0,0.0,5.0,0.0,0.0,VMC
DCA98WA006,Airplane,False,DE HAVILLAND DHC-2,Minor,No,,Belgium,UNKNOWN,1997-09-02,20001208X08828,Part 129: Foreign,0.0,,Incident,Incident,"SPA BELGIUM, Belgium",DE HAVILLAND,DHC-2,,,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,
FTW97LA338,Airplane,False,BEECH V35B,Substantial,No,CRUISE,United States,RECIPROCATING,1997-09-03,20001208X08838,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SAGUACHE, CO",BEECH,V35B,1.0,21-04-2016,PERSONAL,N7397R,0.0,0.0,1.0,0.0,1.0,VMC
IAD97FA117,Airplane,True,CESSNA 182E,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1997-09-06,20001208X08865,Part 91: General Aviation,6.0,1.0,Fatal(5),Accident,"SMITHFIELD, RI",CESSNA,182E,1.0,17-10-2016,SKYDIVING,N3286Y,5.0,0.0,6.0,1.0,0.0,VMC
CHI97FA308,Airplane,True,PIPER PA-28-235,Destroyed,No,UNKNOWN,United States,RECIPROCATING,1997-09-14,20001208X08803,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"St. Ignaces, MI",PIPER,PA-28-235,1.0,27-09-2019,PERSONAL,N9399W,2.0,0.0,2.0,0.0,0.0,IMC
DCA98MA002,Airplane,True,CESSNA 208B,Destroyed,No,CLIMB,United States,TURBO PROP,1997-10-08,20001208X08986,Part 135: Air Taxi & Commuter,9.0,1.0,Fatal(9),Accident,"MONTROSE, CO",CESSNA,208B,1.0,20-12-2013,,N12022,9.0,0.0,9.0,0.0,0.0,IMC
DCA98WA004,Airplane,True,BEECH BE-200,Destroyed,No,,Gambia,UNKNOWN,1997-10-09,20001208X08990,Part 129: Foreign,8.0,0.8888888888888888,Fatal(8),Accident,"BANJUL, Gambia",BEECH,BE-200,,,UNKNOWN,,8.0,1.0,9.0,0.0,0.0,IMC
DCA98WA082,Airplane,False,CESSNA 650-0220,Substantial,No,,China,UNKNOWN,1997-10-09,20001208X08992,"Non-U.S., Non-Commercial",0.0,,Unavailable,Accident,"HARBIN, CHINA",CESSNA,650-0220,,,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,
ATL98LA004,Airplane,True,PIPER PA-25-235C,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1997-10-20,20001208X08953,Part 137: Agricultural,0.0,0.0,Non-Fatal,Accident,"BLAKLEY, GA",PIPER,PA-25-235C,1.0,01-02-2016,AERIAL APPLICATION,N9567P,0.0,0.0,1.0,0.0,1.0,VMC
FTW98LA046,Airplane,False,PIPER PA-22-150,Substantial,No,TAKEOFF,United States,RECIPROCATING,1997-11-07,20001208X09175,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"BROOMFIELD, CO",PIPER,PA-22-150,1.0,01-02-2016,PERSONAL,N9607D,0.0,0.0,2.0,0.0,2.0,VMC
MIA98LA031,Airplane,False,DE HAVILLAND DHC-6-6,Minor,No,STANDING,United States,TURBO PROP,1997-11-08,20001208X09227,Part 91: General Aviation,1.0,0.05555555555555555,Fatal(1),Accident,"ELBERTA, AL",DE HAVILLAND,DHC-6-6,2.0,17-10-2016,SKYDIVING,N1022S,1.0,0.0,18.0,0.0,17.0,VMC
DCA98WA007,Airplane,False,MCDONNELL DOUGLAS DC-8F,Substantial,No,,Tanzania,UNKNOWN,1997-11-18,20001208X09164,Part 129: Foreign,0.0,0.0,Non-Fatal,Accident,"MWANZA AIRPORT, TANZANIA",MCDONNELL DOUGLAS,DC-8F,,,UNKNOWN,,0.0,4.0,4.0,0.0,0.0,
DCA98WA039,Airplane,False,MCDONNELL DOUGLAS MD-83,Unknown,No,,France,UNKNOWN,1997-11-23,20001208X09165,Part 129: Foreign,0.0,0.0,Incident,Incident,"PARIS, France",MCDONNELL DOUGLAS,MD-83,,,UNKNOWN,,0.0,0.0,138.0,0.0,138.0,
MIA98WA056,Airplane,False,BOEING 707-320,Unknown,No,,Uruguay,UNKNOWN,1997-12-05,20001208X09353,"Non-U.S., Non-Commercial",0.0,0.0,Incident,Incident,"MONTEVIDEO, Uruguay",BOEING,707-320,,,POSITIONING,,0.0,0.0,3.0,0.0,3.0,VMC
DCA98RA016,Airplane,False,BOEING 767-322ER,Minor,No,,United Kingdom,TURBO FAN,1998-01-09,20001211X09413,Part 121: Air Carrier,1.0,0.010869565217391304,Non-Fatal,Accident,"LONDON, United Kingdom",BOEING,767-322ER,,,UNKNOWN,N653UA,0.0,4.0,92.0,1.0,87.0,
DCA98WA024,Airplane,False,BOEING 757-200,Minor,No,,Belgium,UNKNOWN,1998-02-17,20001211X09533,Part 129: Foreign,0.0,0.0,Incident,Incident,"BRUSSELS, Belgium",BOEING,757-200,,,UNKNOWN,,0.0,0.0,2.0,0.0,2.0,
DCA99WA029,Airplane,False,MCDONNELL DOUGLAS DC-10-30,Minor,No,,United Kingdom,UNKNOWN,1998-03-08,20001211X09657,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"MANCHESTER, United Kingdom",MCDONNELL DOUGLAS,DC-10-30,,,UNKNOWN,N68065,0.0,0.0,253.0,0.0,253.0,
DCA98WA032,Airplane,False,MCDONNELL DOUGLAS DC8-73,Unknown,No,,Germany,UNKNOWN,1998-03-08,20001211X09652,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"KOLN-BONN, Germany",MCDONNELL DOUGLAS,DC8-73,,,UNKNOWN,N812UP,0.0,0.0,3.0,0.0,3.0,
DCA98WA028,Airplane,True,BOEING 707-336,Destroyed,No,,Kenya,UNKNOWN,1998-03-10,20001211X09651,Part 129: Foreign,6.0,1.0,Fatal(6),Accident,"MOMBOSA, Kenya",BOEING,707-336,,,UNKNOWN,,6.0,0.0,6.0,0.0,0.0,
CHI98FA106,Airplane,True,CESSNA U206G,Destroyed,No,CRUISE,United States,RECIPROCATING,1998-03-21,20001211X09633,Part 91: General Aviation,6.0,1.0,Fatal(6),Accident,"GRAIN VALLEY, MO",CESSNA,U206G,1.0,17-10-2016,SKYDIVING,N506SD,6.0,0.0,6.0,0.0,0.0,VMC
DCA98WA046,Airplane,False,BOEING 767-304,Minor,No,,Iceland,UNKNOWN,1998-04-04,20001211X09837,"Non-U.S., Commercial",0.0,,Incident,Incident,"KEFLAVIK, Iceland",BOEING,767-304,,,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,
DCA98WA042,Airplane,False,BOEING 737-500,Unknown,No,,Germany,UNKNOWN,1998-04-27,20001211X09836,"Non-U.S., Commercial",0.0,,Incident,Incident,"BREMEN, Germany",BOEING,737-500,,,OTHER WORK USE,,0.0,0.0,0.0,0.0,0.0,
MIA98LA167,Airplane,False,NORTH AMERICAN T-28B,Substantial,No,LANDING,United States,RECIPROCATING,1998-05-21,20001211X10161,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SPARTANBURG, SC",NORTH AMERICAN,T-28B,1.0,04-01-2011,POSITIONING,N944RJ,0.0,0.0,1.0,0.0,1.0,VMC
DCA98WA048,Airplane,False,BOEING B-737-500,Substantial,No,,India,UNKNOWN,1998-05-29,20001211X10045,Part 129: Foreign,0.0,,Unavailable,Accident,"BOMBAY, INDIA",BOEING,B-737-500,,,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,
DCA98WA051,Airplane,False,MCDONNELL DOUGLAS MD-83,Unknown,No,,France,UNKNOWN,1998-06-06,20001211X10281,Part 129: Foreign,0.0,0.0,Non-Fatal,Accident,"ANTALYA, France",MCDONNELL DOUGLAS,MD-83,,,UNKNOWN,,0.0,0.0,173.0,0.0,173.0,
NYC98LA126,Airplane,False,PIPER PA-24-180,Substantial,No,TAKEOFF,United States,RECIPROCATING,1998-06-10,20001211X10400,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"TAUNTON, MA",PIPER,PA-24-180,1.0,04-11-2009,PERSONAL,N6977P,0.0,0.0,3.0,0.0,3.0,VMC
DCA98WA062,Airplane,False,BOEING 737-800,Unknown,No,,Germany,UNKNOWN,1998-06-27,20001211X10287,Part 129: Foreign,0.0,,Incident,Incident,"MUNICH, Germany",BOEING,737-800,,,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,
DCA98WA070,Airplane,False,BOEING 737-400,Unknown,No,,Brazil,UNKNOWN,1998-07-02,20001211X10547,Part 129: Foreign,0.0,0.0,Incident,Incident,"BRAZIL, Brazil",BOEING,737-400,,,UNKNOWN,,0.0,0.0,5.0,0.0,5.0,
ATL98LA092,Airplane,False,CESSNA 182,Substantial,No,CRUISE,United States,RECIPROCATING,1998-07-04,20001211X10470,Part 91: General Aviation,1.0,0.2,Fatal(1),Accident,"GREEN SEA, SC",CESSNA,182,1.0,17-10-2016,SKYDIVING,N7247E,1.0,0.0,5.0,0.0,4.0,VMC
DCA98WA069,Airplane,False,BOEING 747,Unknown,No,,Netherlands,UNKNOWN,1998-07-20,20001211X10546,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"AMSTERDAM, Netherlands",BOEING,747,,,UNKNOWN,N482EV,0.0,0.0,3.0,0.0,3.0,
DCA98WA074,Airplane,False,BOEING 777,Minor,No,,United Kingdom,UNKNOWN,1998-07-29,20001211X10549,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"LONDON HEATHROW, United Kingdom",BOEING,777,,,UNKNOWN,N796UA,0.0,0.0,1.0,0.0,1.0,
